,#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
403,"


0326",Grumpig,Psychic ,470,80,45,65,90,110,80
404,"


0327",Spinda,Normal ,360,60,60,60,60,60,60
405,"


0328",Trapinch,Ground ,290,45,100,45,45,45,10
406,"


0329",Vibrava,Ground Dragon,340,50,70,50,50,50,70
407,"


0330",Flygon,Ground Dragon,520,80,100,80,80,80,100
408,"


0331",Cacnea,Grass ,335,50,85,40,85,40,35
409,"


0332",Cacturne,Grass Dark,475,70,115,60,115,60,55
410,"


0333",Swablu,Normal Flying,310,45,40,60,40,75,50
411,"


0334",Altaria,Dragon Flying,490,75,70,90,70,105,80
412,"


0334",Altaria Mega Altaria,Dragon Fairy,590,75,110,110,110,105,80
413,"


0335",Zangoose,Normal ,458,73,115,60,60,60,90
414,"


0336",Seviper,Poison ,458,73,100,60,100,60,65
415,"


0337",Lunatone,Rock Psychic,460,90,55,65,95,85,70
416,"


0338",Solrock,Rock Psychic,460,90,95,85,55,65,70
417,"


0339",Barboach,Water Ground,288,50,48,43,46,41,60
418,"


0340",Whiscash,Water Ground,468,110,78,73,76,71,60
419,"


0341",Corphish,Water ,308,43,80,65,50,35,35
420,"


0342",Crawdaunt,Water Dark,468,63,120,85,90,55,55
421,"


0343",Baltoy,Ground Psychic,300,40,40,55,40,70,55
422,"


0344",Claydol,Ground Psychic,500,60,70,105,70,120,75
423,"


0345",Lileep,Rock Grass,355,66,41,77,61,87,23
424,"


0346",Cradily,Rock Grass,495,86,81,97,81,107,43
425,"


0347",Anorith,Rock Bug,355,45,95,50,40,50,75
426,"


0348",Armaldo,Rock Bug,495,75,125,100,70,80,45
427,"


0349",Feebas,Water ,200,20,15,20,10,55,80
428,"


0350",Milotic,Water ,540,95,60,79,100,125,81
429,"


0351",Castform,Normal ,420,70,70,70,70,70,70
430,"


0351",Castform Sunny Form,Fire ,420,70,70,70,70,70,70
431,"


0351",Castform Rainy Form,Water ,420,70,70,70,70,70,70
432,"


0351",Castform Snowy Form,Ice ,420,70,70,70,70,70,70
433,"


0352",Kecleon,Normal ,440,60,90,70,60,120,40
434,"


0353",Shuppet,Ghost ,295,44,75,35,63,33,45
435,"


0354",Banette,Ghost ,455,64,115,65,83,63,65
436,"


0354",Banette Mega Banette,Ghost ,555,64,165,75,93,83,75
437,"


0355",Duskull,Ghost ,295,20,40,90,30,90,25
438,"


0356",Dusclops,Ghost ,455,40,70,130,60,130,25
439,"


0357",Tropius,Grass Flying,460,99,68,83,72,87,51
440,"


0358",Chimecho,Psychic ,455,75,50,80,95,90,65
441,"


0359",Absol,Dark ,465,65,130,60,75,60,75
442,"


0359",Absol Mega Absol,Dark ,565,65,150,60,115,60,115
443,"


0360",Wynaut,Psychic ,260,95,23,48,23,48,23
444,"


0361",Snorunt,Ice ,300,50,50,50,50,50,50
445,"


0362",Glalie,Ice ,480,80,80,80,80,80,80
446,"


0362",Glalie Mega Glalie,Ice ,580,80,120,80,120,80,100
447,"


0363",Spheal,Ice Water,290,70,40,50,55,50,25
448,"


0364",Sealeo,Ice Water,410,90,60,70,75,70,45
449,"


0365",Walrein,Ice Water,530,110,80,90,95,90,65
450,"


0366",Clamperl,Water ,345,35,64,85,74,55,32
451,"


0367",Huntail,Water ,485,55,104,105,94,75,52
452,"


0368",Gorebyss,Water ,485,55,84,105,114,75,52
453,"


0369",Relicanth,Water Rock,485,100,90,130,45,65,55
454,"


0370",Luvdisc,Water ,330,43,30,55,40,65,97
455,"


0371",Bagon,Dragon ,300,45,75,60,40,30,50
456,"


0372",Shelgon,Dragon ,420,65,95,100,60,50,50
457,"


0373",Salamence,Dragon Flying,600,95,135,80,110,80,100
458,"


0373",Salamence Mega Salamence,Dragon Flying,700,95,145,130,120,90,120
459,"


0374",Beldum,Steel Psychic,300,40,55,80,35,60,30
460,"


0375",Metang,Steel Psychic,420,60,75,100,55,80,50
461,"


0376",Metagross,Steel Psychic,600,80,135,130,95,90,70
462,"


0376",Metagross Mega Metagross,Steel Psychic,700,80,145,150,105,110,110
463,"


0377",Regirock,Rock ,580,80,100,200,50,100,50
464,"


0378",Regice,Ice ,580,80,50,100,100,200,50
465,"


0379",Registeel,Steel ,580,80,75,150,75,150,50
466,"


0380",Latias,Dragon Psychic,600,80,80,90,110,130,110
467,"


0380",Latias Mega Latias,Dragon Psychic,700,80,100,120,140,150,110
468,"


0381",Latios,Dragon Psychic,600,80,90,80,130,110,110
469,"


0381",Latios Mega Latios,Dragon Psychic,700,80,130,100,160,120,110
470,"


0382",Kyogre,Water ,670,100,100,90,150,140,90
471,"


0382",Kyogre Primal Kyogre,Water ,770,100,150,90,180,160,90
472,"


0383",Groudon,Ground ,670,100,150,140,100,90,90
473,"


0383",Groudon Primal Groudon,Ground Fire,770,100,180,160,150,90,90
474,"


0384",Rayquaza,Dragon Flying,680,105,150,90,150,90,95
475,"


0384",Rayquaza Mega Rayquaza,Dragon Flying,780,105,180,100,180,100,115
476,"


0385",Jirachi,Steel Psychic,600,100,100,100,100,100,100
477,"


0386",Deoxys Normal Forme,Psychic ,600,50,150,50,150,50,150
478,"


0386",Deoxys Attack Forme,Psychic ,600,50,180,20,180,20,150
479,"


0386",Deoxys Defense Forme,Psychic ,600,50,70,160,70,160,90
480,"


0386",Deoxys Speed Forme,Psychic ,600,50,95,90,95,90,180
481,"


0387",Turtwig,Grass ,318,55,68,64,45,55,31
482,"


0388",Grotle,Grass ,405,75,89,85,55,65,36
483,"


0389",Torterra,Grass Ground,525,95,109,105,75,85,56
484,"


0390",Chimchar,Fire ,309,44,58,44,58,44,61
485,"


0391",Monferno,Fire Fighting,405,64,78,52,78,52,81
486,"


0392",Infernape,Fire Fighting,534,76,104,71,104,71,108
487,"


0393",Piplup,Water ,314,53,51,53,61,56,40
488,"


0394",Prinplup,Water ,405,64,66,68,81,76,50
489,"


0395",Empoleon,Water Steel,530,84,86,88,111,101,60
490,"


0396",Starly,Normal Flying,245,40,55,30,30,30,60
491,"


0397",Staravia,Normal Flying,340,55,75,50,40,40,80
492,"


0398",Staraptor,Normal Flying,485,85,120,70,50,60,100
493,"


0399",Bidoof,Normal ,250,59,45,40,35,40,31
494,"


0400",Bibarel,Normal Water,410,79,85,60,55,60,71
495,"


0401",Kricketot,Bug ,194,37,25,41,25,41,25
496,"


0402",Kricketune,Bug ,384,77,85,51,55,51,65
497,"


0403",Shinx,Electric ,263,45,65,34,40,34,45
498,"


0404",Luxio,Electric ,363,60,85,49,60,49,60
499,"


0405",Luxray,Electric ,523,80,120,79,95,79,70
500,"


0406",Budew,Grass Poison,280,40,30,35,50,70,55
501,"


0407",Roserade,Grass Poison,515,60,70,65,125,105,90
502,"


0408",Cranidos,Rock ,350,67,125,40,30,30,58
503,"


0409",Rampardos,Rock ,495,97,165,60,65,50,58
504,"


0410",Shieldon,Rock Steel,350,30,42,118,42,88,30
505,"


0411",Bastiodon,Rock Steel,495,60,52,168,47,138,30
506,"


0412",Burmy Plant Cloak,Bug ,224,40,29,45,29,45,36
507,"


0412",Burmy Sandy Cloak,Bug ,224,40,29,45,29,45,36
508,"


0412",Burmy Trash Cloak,Bug ,224,40,29,45,29,45,36
509,"


0413",Wormadam Plant Cloak,Bug Grass,424,60,59,85,79,105,36
510,"


0413",Wormadam Sandy Cloak,Bug Ground,424,60,79,105,59,85,36
511,"


0413",Wormadam Trash Cloak,Bug Steel,424,60,69,95,69,95,36
512,"


0414",Mothim,Bug Flying,424,70,94,50,94,50,66
513,"


0415",Combee,Bug Flying,244,30,30,42,30,42,70
514,"


0416",Vespiquen,Bug Flying,474,70,80,102,80,102,40
515,"


0417",Pachirisu,Electric ,405,60,45,70,45,90,95
516,"


0418",Buizel,Water ,330,55,65,35,60,30,85
517,"


0419",Floatzel,Water ,495,85,105,55,85,50,115
518,"


0420",Cherubi,Grass ,275,45,35,45,62,53,35
519,"


0421",Cherrim,Grass ,450,70,60,70,87,78,85
520,"


0422",Shellos,Water ,325,76,48,48,57,62,34
521,"


0423",Gastrodon,Water Ground,475,111,83,68,92,82,39
522,"


0424",Ambipom,Normal ,482,75,100,66,60,66,115
523,"


0425",Drifloon,Ghost Flying,348,90,50,34,60,44,70
524,"


0426",Drifblim,Ghost Flying,498,150,80,44,90,54,80
525,"


0427",Buneary,Normal ,350,55,66,44,44,56,85
526,"


0428",Lopunny,Normal ,480,65,76,84,54,96,105
527,"


0428",Lopunny Mega Lopunny,Normal Fighting,580,65,136,94,54,96,135
528,"


0429",Mismagius,Ghost ,495,60,60,60,105,105,105
529,"


0430",Honchkrow,Dark Flying,505,100,125,52,105,52,71
530,"


0431",Glameow,Normal ,310,49,55,42,42,37,85
531,"


0432",Purugly,Normal ,452,71,82,64,64,59,112
532,"


0433",Chingling,Psychic ,285,45,30,50,65,50,45
533,"


0434",Stunky,Poison Dark,329,63,63,47,41,41,74
534,"


0435",Skuntank,Poison Dark,479,103,93,67,71,61,84
535,"


0436",Bronzor,Steel Psychic,300,57,24,86,24,86,23
536,"


0437",Bronzong,Steel Psychic,500,67,89,116,79,116,33
537,"


0438",Bonsly,Rock ,290,50,80,95,10,45,10
538,"


0439",Mime Jr.,Psychic Fairy,310,20,25,45,70,90,60
539,"


0440",Happiny,Normal ,220,100,5,5,15,65,30
540,"


0441",Chatot,Normal Flying,411,76,65,45,92,42,91
541,"


0442",Spiritomb,Ghost Dark,485,50,92,108,92,108,35
542,"


0443",Gible,Dragon Ground,300,58,70,45,40,45,42
543,"


0444",Gabite,Dragon Ground,410,68,90,65,50,55,82
544,"


0445",Garchomp,Dragon Ground,600,108,130,95,80,85,102
545,"


0445",Garchomp Mega Garchomp,Dragon Ground,700,108,170,115,120,95,92
546,"


0446",Munchlax,Normal ,390,135,85,40,40,85,5
547,"


0447",Riolu,Fighting ,285,40,70,40,35,40,60
548,"


0448",Lucario,Fighting Steel,525,70,110,70,115,70,90
549,"


0448",Lucario Mega Lucario,Fighting Steel,625,70,145,88,140,70,112
550,"


0449",Hippopotas,Ground ,330,68,72,78,38,42,32
551,"


0450",Hippowdon,Ground ,525,108,112,118,68,72,47
552,"


0451",Skorupi,Poison Bug,330,40,50,90,30,55,65
553,"


0452",Drapion,Poison Dark,500,70,90,110,60,75,95
554,"


0453",Croagunk,Poison Fighting,300,48,61,40,61,40,50
555,"


0454",Toxicroak,Poison Fighting,490,83,106,65,86,65,85
556,"


0455",Carnivine,Grass ,454,74,100,72,90,72,46
557,"


0456",Finneon,Water ,330,49,49,56,49,61,66
558,"


0457",Lumineon,Water ,460,69,69,76,69,86,91
559,"


0458",Mantyke,Water Flying,345,45,20,50,60,120,50
560,"


0459",Snover,Grass Ice,334,60,62,50,62,60,40
561,"


0460",Abomasnow,Grass Ice,494,90,92,75,92,85,60
562,"


0460",Abomasnow Mega Abomasnow,Grass Ice,594,90,132,105,132,105,30
563,"


0461",Weavile,Dark Ice,510,70,120,65,45,85,125
564,"


0462",Magnezone,Electric Steel,535,70,70,115,130,90,60
565,"


0463",Lickilicky,Normal ,515,110,85,95,80,95,50
566,"


0464",Rhyperior,Ground Rock,535,115,140,130,55,55,40
567,"


0465",Tangrowth,Grass ,535,100,100,125,110,50,50
568,"


0466",Electivire,Electric ,540,75,123,67,95,85,95
569,"


0467",Magmortar,Fire ,540,75,95,67,125,95,83
570,"


0468",Togekiss,Fairy Flying,545,85,50,95,120,115,80
571,"


0469",Yanmega,Bug Flying,515,86,76,86,116,56,95
572,"


0470",Leafeon,Grass ,525,65,110,130,60,65,95
573,"


0471",Glaceon,Ice ,525,65,60,110,130,95,65
574,"


0472",Gliscor,Ground Flying,510,75,95,125,45,75,95
575,"


0473",Mamoswine,Ice Ground,530,110,130,80,70,60,80
576,"


0474",Porygon-Z,Normal ,535,85,80,70,135,75,90
577,"


0475",Gallade,Psychic Fighting,518,68,125,65,65,115,80
578,"


0475",Gallade Mega Gallade,Psychic Fighting,618,68,165,95,65,115,110
579,"


0476",Probopass,Rock Steel,525,60,55,145,75,150,40
580,"


0477",Dusknoir,Ghost ,525,45,100,135,65,135,45
581,"


0478",Froslass,Ice Ghost,480,70,80,70,80,70,110
582,"


0479",Rotom,Electric Ghost,440,50,50,77,95,77,91
583,"


0479",Rotom Heat Rotom,Electric Fire,520,50,65,107,105,107,86
584,"


0479",Rotom Wash Rotom,Electric Water,520,50,65,107,105,107,86
585,"


0479",Rotom Frost Rotom,Electric Ice,520,50,65,107,105,107,86
586,"


0479",Rotom Fan Rotom,Electric Flying,520,50,65,107,105,107,86
587,"


0479",Rotom Mow Rotom,Electric Grass,520,50,65,107,105,107,86
588,"


0480",Uxie,Psychic ,580,75,75,130,75,130,95
589,"


0481",Mesprit,Psychic ,580,80,105,105,105,105,80
590,"


0482",Azelf,Psychic ,580,75,125,70,125,70,115
591,"


0483",Dialga,Steel Dragon,680,100,120,120,150,100,90
592,"


0483",Dialga Origin Forme,Steel Dragon,680,100,100,120,150,120,90
593,"


0484",Palkia,Water Dragon,680,90,120,100,150,120,100
594,"


0484",Palkia Origin Forme,Water Dragon,680,90,100,100,150,120,120
595,"


0485",Heatran,Fire Steel,600,91,90,106,130,106,77
596,"


0486",Regigigas,Normal ,670,110,160,110,80,110,100
597,"


0487",Giratina Altered Forme,Ghost Dragon,680,150,100,120,100,120,90
598,"


0487",Giratina Origin Forme,Ghost Dragon,680,150,120,100,120,100,90
599,"


0488",Cresselia,Psychic ,580,120,70,110,75,120,85
600,"


0489",Phione,Water ,480,80,80,80,80,80,80
601,"


0490",Manaphy,Water ,600,100,100,100,100,100,100
602,"


0491",Darkrai,Dark ,600,70,90,90,135,90,125
603,"


0492",Shaymin Land Forme,Grass ,600,100,100,100,100,100,100
604,"


0492",Shaymin Sky Forme,Grass Flying,600,100,103,75,120,75,127
605,"


0493",Arceus,Normal ,720,120,120,120,120,120,120
606,"


0494",Victini,Psychic Fire,600,100,100,100,100,100,100
607,"


0495",Snivy,Grass ,308,45,45,55,45,55,63
608,"


0496",Servine,Grass ,413,60,60,75,60,75,83
609,"


0497",Serperior,Grass ,528,75,75,95,75,95,113
610,"


0498",Tepig,Fire ,308,65,63,45,45,45,45
611,"


0499",Pignite,Fire Fighting,418,90,93,55,70,55,55
612,"


0500",Emboar,Fire Fighting,528,110,123,65,100,65,65
613,"


0501",Oshawott,Water ,308,55,55,45,63,45,45
614,"


0502",Dewott,Water ,413,75,75,60,83,60,60
615,"


0503",Samurott,Water ,528,95,100,85,108,70,70
616,"


0503",Samurott Hisuian Samurott,Water Dark,528,90,108,80,100,65,85
617,"


0504",Patrat,Normal ,255,45,55,39,35,39,42
618,"


0505",Watchog,Normal ,420,60,85,69,60,69,77
619,"


0506",Lillipup,Normal ,275,45,60,45,25,45,55
620,"


0507",Herdier,Normal ,370,65,80,65,35,65,60
621,"


0508",Stoutland,Normal ,500,85,110,90,45,90,80
622,"


0509",Purrloin,Dark ,281,41,50,37,50,37,66
623,"


0510",Liepard,Dark ,446,64,88,50,88,50,106
624,"


0511",Pansage,Grass ,316,50,53,48,53,48,64
625,"


0512",Simisage,Grass ,498,75,98,63,98,63,101
626,"


0513",Pansear,Fire ,316,50,53,48,53,48,64
627,"


0514",Simisear,Fire ,498,75,98,63,98,63,101
628,"


0515",Panpour,Water ,316,50,53,48,53,48,64
629,"


0516",Simipour,Water ,498,75,98,63,98,63,101
630,"


0517",Munna,Psychic ,292,76,25,45,67,55,24
631,"


0518",Musharna,Psychic ,487,116,55,85,107,95,29
632,"


0519",Pidove,Normal Flying,264,50,55,50,36,30,43
633,"


0520",Tranquill,Normal Flying,358,62,77,62,50,42,65
634,"


0521",Unfezant,Normal Flying,488,80,115,80,65,55,93
635,"


0522",Blitzle,Electric ,295,45,60,32,50,32,76
636,"


0523",Zebstrika,Electric ,497,75,100,63,80,63,116
637,"


0524",Roggenrola,Rock ,280,55,75,85,25,25,15
638,"


0525",Boldore,Rock ,390,70,105,105,50,40,20
639,"


0526",Gigalith,Rock ,515,85,135,130,60,80,25
640,"


0527",Woobat,Psychic Flying,323,65,45,43,55,43,72
641,"


0528",Swoobat,Psychic Flying,425,67,57,55,77,55,114
642,"


0529",Drilbur,Ground ,328,60,85,40,30,45,68
643,"


0530",Excadrill,Ground Steel,508,110,135,60,50,65,88
644,"


0531",Audino,Normal ,445,103,60,86,60,86,50
645,"


0531",Audino Mega Audino,Normal Fairy,545,103,60,126,80,126,50
646,"


0532",Timburr,Fighting ,305,75,80,55,25,35,35
647,"


0533",Gurdurr,Fighting ,405,85,105,85,40,50,40
648,"


0534",Conkeldurr,Fighting ,505,105,140,95,55,65,45
649,"


0535",Tympole,Water ,294,50,50,40,50,40,64
650,"


0536",Palpitoad,Water Ground,384,75,65,55,65,55,69
651,"


0537",Seismitoad,Water Ground,509,105,95,75,85,75,74
652,"


0538",Throh,Fighting ,465,120,100,85,30,85,45
653,"


0539",Sawk,Fighting ,465,75,125,75,30,75,85
654,"


0540",Sewaddle,Bug Grass,310,45,53,70,40,60,42
655,"


0541",Swadloon,Bug Grass,380,55,63,90,50,80,42
656,"


0542",Leavanny,Bug Grass,500,75,103,80,70,80,92
657,"


0543",Venipede,Bug Poison,260,30,45,59,30,39,57
658,"


0544",Whirlipede,Bug Poison,360,40,55,99,40,79,47
659,"


0545",Scolipede,Bug Poison,485,60,100,89,55,69,112
660,"


0546",Cottonee,Grass Fairy,280,40,27,60,37,50,66
661,"


0547",Whimsicott,Grass Fairy,480,60,67,85,77,75,116
662,"


0548",Petilil,Grass ,280,45,35,50,70,50,30
663,"


0549",Lilligant,Grass ,480,70,60,75,110,75,90
664,"


0549",Lilligant Hisuian Lilligant,Grass Fighting,480,70,105,75,50,75,105
665,"


0550",Basculin Red-Striped Form,Water ,460,70,92,65,80,55,98
666,"


0550",Basculin Blue-Striped Form,Water ,460,70,92,65,80,55,98
667,"


0550",Basculin White-Striped Form,Water ,460,70,92,65,80,55,98
668,"


0551",Sandile,Ground Dark,292,50,72,35,35,35,65
669,"


0552",Krokorok,Ground Dark,351,60,82,45,45,45,74
670,"


0553",Krookodile,Ground Dark,519,95,117,80,65,70,92
671,"


0554",Darumaka,Fire ,315,70,90,45,15,45,50
672,"


0554",Darumaka Galarian Darumaka,Ice ,315,70,90,45,15,45,50
673,"


0555",Darmanitan Standard Mode,Fire ,480,105,140,55,30,55,95
674,"


0555",Darmanitan Zen Mode,Fire Psychic,540,105,30,105,140,105,55
675,"


0555",Darmanitan Galarian Standard Mode,Ice ,480,105,140,55,30,55,95
676,"


0555",Darmanitan Galarian Zen Mode,Ice Fire,540,105,160,55,30,55,135
677,"


0556",Maractus,Grass ,461,75,86,67,106,67,60
678,"


0557",Dwebble,Bug Rock,325,50,65,85,35,35,55
679,"


0558",Crustle,Bug Rock,485,70,105,125,65,75,45
680,"


0559",Scraggy,Dark Fighting,348,50,75,70,35,70,48
681,"


0560",Scrafty,Dark Fighting,488,65,90,115,45,115,58
682,"


0561",Sigilyph,Psychic Flying,490,72,58,80,103,80,97
683,"


0562",Yamask,Ghost ,303,38,30,85,55,65,30
684,"


0562",Yamask Galarian Yamask,Ground Ghost,303,38,55,85,30,65,30
685,"


0563",Cofagrigus,Ghost ,483,58,50,145,95,105,30
686,"


0564",Tirtouga,Water Rock,355,54,78,103,53,45,22
687,"


0565",Carracosta,Water Rock,495,74,108,133,83,65,32
688,"


0566",Archen,Rock Flying,401,55,112,45,74,45,70
689,"


0567",Archeops,Rock Flying,567,75,140,65,112,65,110
690,"


0568",Trubbish,Poison ,329,50,50,62,40,62,65
691,"


0569",Garbodor,Poison ,474,80,95,82,60,82,75
692,"


0570",Zorua,Dark ,330,40,65,40,80,40,65
693,"


0570",Zorua Hisuian Zorua,Normal Ghost,330,35,60,40,85,40,70
694,"


0571",Zoroark,Dark ,510,60,105,60,120,60,105
695,"


0571",Zoroark Hisuian Zoroark,Normal Ghost,510,55,100,60,125,60,110
696,"


0572",Minccino,Normal ,300,55,50,40,40,40,75
697,"


0573",Cinccino,Normal ,470,75,95,60,65,60,115
698,"


0574",Gothita,Psychic ,290,45,30,50,55,65,45
699,"


0575",Gothorita,Psychic ,390,60,45,70,75,85,55
700,"


0576",Gothitelle,Psychic ,490,70,55,95,95,110,65
701,"


0577",Solosis,Psychic ,290,45,30,40,105,50,20
702,"


0578",Duosion,Psychic ,370,65,40,50,125,60,30
703,"


0579",Reuniclus,Psychic ,490,110,65,75,125,85,30
704,"


0580",Ducklett,Water Flying,305,62,44,50,44,50,55
705,"


0581",Swanna,Water Flying,473,75,87,63,87,63,98
706,"


0582",Vanillite,Ice ,305,36,50,50,65,60,44
707,"


0583",Vanillish,Ice ,395,51,65,65,80,75,59
708,"


0584",Vanilluxe,Ice ,535,71,95,85,110,95,79
709,"


0585",Deerling,Normal Grass,335,60,60,50,40,50,75
710,"


0586",Sawsbuck,Normal Grass,475,80,100,70,60,70,95
711,"


0587",Emolga,Electric Flying,428,55,75,60,75,60,103
712,"


0588",Karrablast,Bug ,315,50,75,45,40,45,60
713,"


0589",Escavalier,Bug Steel,495,70,135,105,60,105,20
714,"


0590",Foongus,Grass Poison,294,69,55,45,55,55,15
715,"


0591",Amoonguss,Grass Poison,464,114,85,70,85,80,30
716,"


0592",Frillish,Water Ghost,335,55,40,50,65,85,40
717,"


0593",Jellicent,Water Ghost,480,100,60,70,85,105,60
718,"


0594",Alomomola,Water ,470,165,75,80,40,45,65
719,"


0595",Joltik,Bug Electric,319,50,47,50,57,50,65
720,"


0596",Galvantula,Bug Electric,472,70,77,60,97,60,108
721,"


0597",Ferroseed,Grass Steel,305,44,50,91,24,86,10
722,"


0598",Ferrothorn,Grass Steel,489,74,94,131,54,116,20
723,"


0599",Klink,Steel ,300,40,55,70,45,60,30
724,"


0600",Klang,Steel ,440,60,80,95,70,85,50
725,"


0601",Klinklang,Steel ,520,60,100,115,70,85,90
726,"


0602",Tynamo,Electric ,275,35,55,40,45,40,60
727,"


0603",Eelektrik,Electric ,405,65,85,70,75,70,40
728,"


0604",Eelektross,Electric ,515,85,115,80,105,80,50
729,"


0605",Elgyem,Psychic ,335,55,55,55,85,55,30
730,"


0606",Beheeyem,Psychic ,485,75,75,75,125,95,40
731,"


0607",Litwick,Ghost Fire,275,50,30,55,65,55,20
732,"


0608",Lampent,Ghost Fire,370,60,40,60,95,60,55
733,"


0609",Chandelure,Ghost Fire,520,60,55,90,145,90,80
734,"


0610",Axew,Dragon ,320,46,87,60,30,40,57
735,"


0611",Fraxure,Dragon ,410,66,117,70,40,50,67
736,"


0612",Haxorus,Dragon ,540,76,147,90,60,70,97
737,"


0613",Cubchoo,Ice ,305,55,70,40,60,40,40
738,"


0614",Beartic,Ice ,505,95,130,80,70,80,50
739,"


0615",Cryogonal,Ice ,515,80,50,50,95,135,105
740,"


0616",Shelmet,Bug ,305,50,40,85,40,65,25
741,"


0617",Accelgor,Bug ,495,80,70,40,100,60,145
742,"


0618",Stunfisk,Ground Electric,471,109,66,84,81,99,32
743,"


0618",Stunfisk Galarian Stunfisk,Ground Steel,471,109,81,99,66,84,32
744,"


0619",Mienfoo,Fighting ,350,45,85,50,55,50,65
745,"


0620",Mienshao,Fighting ,510,65,125,60,95,60,105
746,"


0621",Druddigon,Dragon ,485,77,120,90,60,90,48
747,"


0622",Golett,Ground Ghost,303,59,74,50,35,50,35
748,"


0623",Golurk,Ground Ghost,483,89,124,80,55,80,55
749,"


0624",Pawniard,Dark Steel,340,45,85,70,40,40,60
750,"


0625",Bisharp,Dark Steel,490,65,125,100,60,70,70
751,"


0626",Bouffalant,Normal ,490,95,110,95,40,95,55
752,"


0627",Rufflet,Normal Flying,350,70,83,50,37,50,60
753,"


0628",Braviary,Normal Flying,510,100,123,75,57,75,80
754,"


0628",Braviary Hisuian Braviary,Psychic Flying,510,110,83,70,112,70,65
755,"


0629",Vullaby,Dark Flying,370,70,55,75,45,65,60
756,"


0630",Mandibuzz,Dark Flying,510,110,65,105,55,95,80
757,"


0631",Heatmor,Fire ,484,85,97,66,105,66,65
758,"


0632",Durant,Bug Steel,484,58,109,112,48,48,109
759,"


0633",Deino,Dark Dragon,300,52,65,50,45,50,38
760,"


0634",Zweilous,Dark Dragon,420,72,85,70,65,70,58
761,"


0635",Hydreigon,Dark Dragon,600,92,105,90,125,90,98
